34,1,0,0,0.04,0.075
27,1,0.00198,0.00198,0.04,0.075
27,1,0.00396,0.00396,0.04,0.075
27,1,0.00594,0.00594,0.04,0.075
27,1,0.00792,0.00792,0.04,0.075
27,1,0.0099,0.0099,0.04,0.075
27,1,0.01188,0.01188,0.04,0.075
27,1,0.01386,0.01386,0.04,0.075
27,1,0.01584,0.01584,0.04,0.075
27,1,0.01782,0.01782,0.04,0.075
27,1,0.0198,0.0198,0.04,0.075
27,1,0.02178,0.02178,0.04,0.075
27,1,0.02376,0.02376,0.04,0.075
27,1,0.02574,0.02574,0.04,0.075
27,1,0.02772,0.02772,0.04,0.075
27,1,0.0297,0.0297,0.04,0.075
27,1,0.03168,0.03168,0.04,0.075
27,1,0.03366,0.03366,0.04,0.075
47,1,0.03564,0.03564,0.04,0.075
71,1,0.03762,0.03762,0.04,0.075
76,1,0.0396,0.0396,0.04,0.075
76,1,0.04158,0.04158,0.04,0.075
76,1,0.04356,0.04356,0.04,0.075
76,1,0.04554,0.04554,0.04,0.075
39,1,0.04752,0.04752,0.04,0.075
27,1,0.0495,0.0495,0.04,0.075
27,1,0.05148,0.05148,0.04,0.075
27,1,0.05346,0.05346,0.04,0.075
27,1,0.05544,0.05544,0.04,0.075
27,1,0.05742,0.05742,0.04,0.075
27,1,0.0594,0.0594,0.04,0.075
27,1,0.06138,0.06138,0.04,0.075
27,1,0.06336,0.06336,0.04,0.075
27,1,0.06534,0.06534,0.04,0.075
27,1,0.06732,0.06732,0.04,0.075
27,1,0.0693,0.0693,0.04,0.075
15,1,0.07128,0.07128,0.04,0.075
9,1,0.07326,0.07326,0.04,0.075
9,1,0.07524,0.07524,0.04,0.075
9,1,0.07722,0.07722,0.04,0.075
9,1,0.0792,0.0792,0.04,0.075
9,1,0.08118,0.08118,0.04,0.075
9,1,0.08316,0.08316,0.04,0.075
18,1,0.08514,0.08514,0.04,0.075
34,1,0.08712,0.08712,0.04,0.075
41,1,0.0891,0.0891,0.04,0.075
41,1,0.09108,0.09108,0.04,0.075
41,1,0.09306,0.09306,0.04,0.075
41,1,0.09504,0.09504,0.04,0.075
41,1,0.09702,0.09702,0.04,0.075
41,1,0.099,0.099,0.04,0.075
41,1,0.10098,0.10098,0.04,0.075
41,1,0.10296,0.10296,0.04,0.075
41,1,0.10494,0.10494,0.04,0.075
41,1,0.10692,0.10692,0.04,0.075
41,1,0.1089,0.1089,0.04,0.075
41,1,0.11088,0.11088,0.04,0.075
41,1,0.11286,0.11286,0.04,0.075
41,1,0.11484,0.11484,0.04,0.075
41,1,0.11682,0.11682,0.04,0.075
41,1,0.1188,0.1188,0.04,0.075
41,1,0.12078,0.12078,0.04,0.075
41,1,0.12276,0.12276,0.04,0.075
41,1,0.12474,0.12474,0.04,0.075
41,1,0.12672,0.12672,0.04,0.075
41,1,0.1287,0.1287,0.04,0.075
41,1,0.13068,0.13068,0.04,0.075
41,1,0.13266,0.13266,0.04,0.075
41,1,0.13464,0.13464,0.04,0.075
41,1,0.13662,0.13662,0.04,0.075
41,1,0.1386,0.1386,0.04,0.075
41,1,0.14058,0.14058,0.04,0.075
41,1,0.14256,0.14256,0.04,0.075
41,1,0.14454,0.14454,0.04,0.075
41,1,0.14652,0.14652,0.04,0.075
41,1,0.1485,0.1485,0.04,0.075
41,1,0.15048,0.15048,0.04,0.075
41,1,0.15246,0.15246,0.04,0.075
41,1,0.15444,0.15444,0.04,0.075
40,1,0.15642,0.15642,0.04,0.075
40,1,0.1584,0.1584,0.04,0.075
40,1,0.16038,0.16038,0.04,0.075
6,1,0.16236,0.16236,0.04,0.075
13,1,0.16434,0.16434,0.04,0.075
48,1,0.16632,0.16632,0.04,0.075
48,1,0.1683,0.1683,0.04,0.075
48,1,0.17028,0.17028,0.04,0.075
45,1,0.17226,0.17226,0.04,0.075
27,1,0.17424,0.17424,0.04,0.075
27,1,0.17622,0.17622,0.04,0.075
29,1,0.1782,0.1782,0.04,0.075
48,1,0.18018,0.18018,0.04,0.075
48,1,0.18216,0.18216,0.04,0.075
48,1,0.18414,0.18414,0.04,0.075
48,1,0.18612,0.18612,0.04,0.075
48,1,0.1881,0.1881,0.04,0.075
48,1,0.19008,0.19008,0.04,0.075
47,1,0.19206,0.19206,0.04,0.075
27,1,0.19404,0.19404,0.04,0.075
27,1,0.19602,0.19602,0.04,0.075
27,1,0.198,0.198,0.04,0.075
